"year";"orgnr";"denominator";"ind_id";"var"
2015;974749505;52;"leddprotese_dg_kne";52
2015;974749025;216;"leddprotese_dg_kne";213
2015;974795833;22;"leddprotese_dg_kne";18
2015;974795930;18;"leddprotese_dg_kne";17
2015;974795361;91;"leddprotese_dg_kne";87
2015;974795558;11;"leddprotese_dg_kne";11
2015;974795574;36;"leddprotese_dg_kne";35
2015;974795639;82;"leddprotese_dg_kne";80
2015;974795787;102;"leddprotese_dg_kne";101
2015;974795515;58;"leddprotese_dg_kne";56
2015;975787419;56;"leddprotese_dg_kne";56
2015;879595762;29;"leddprotese_dg_kne";29
2015;953164701;9;"leddprotese_dg_kne";9
2015;999;11;"leddprotese_dg_kne";11
2016;974706490;243;"leddprotese_dg_kne";234
2016;974707152;4;"leddprotese_dg_kne";0
2016;874716782;20;"leddprotese_dg_kne";16
2016;974589095;92;"leddprotese_dg_kne";91
2016;974633558;334;"leddprotese_dg_kne";334
2016;974631768;176;"leddprotese_dg_kne";173
2016;974632535;95;"leddprotese_dg_kne";86
2016;974631776;125;"leddprotese_dg_kne";123
2016;874632562;69;"leddprotese_dg_kne";65
2016;974725215;172;"leddprotese_dg_kne";169
2016;974633752;1;"leddprotese_dg_kne";1
2016;974633698;230;"leddprotese_dg_kne";227
2016;974631091;182;"leddprotese_dg_kne";182
2016;974595214;89;"leddprotese_dg_kne";89
2016;974733013;156;"leddprotese_dg_kne";156
2016;974705788;58;"leddprotese_dg_kne";56
2016;974631326;160;"leddprotese_dg_kne";153
2016;974631385;74;"leddprotese_dg_kne";74
2016;974631407;127;"leddprotese_dg_kne";126
2016;974633159;26;"leddprotese_dg_kne";26
2016;974116804;227;"leddprotese_dg_kne";227
2016;974207532;546;"leddprotese_dg_kne";544
2016;974116588;451;"leddprotese_dg_kne";449
2016;922748144;84;"leddprotese_dg_kne";83
2016;974557746;43;"leddprotese_dg_kne";41
2016;874743372;271;"leddprotese_dg_kne";270
2016;974743272;67;"leddprotese_dg_kne";67
2016;974724774;88;"leddprotese_dg_kne";88
2016;974742985;17;"leddprotese_dg_kne";17
2016;974744570;28;"leddprotese_dg_kne";28
2016;974745089;355;"leddprotese_dg_kne";355
2016;974703300;222;"leddprotese_dg_kne";216
2016;974316285;147;"leddprotese_dg_kne";140
2016;973156829;36;"leddprotese_dg_kne";36
2016;974746948;163;"leddprotese_dg_kne";153
2016;974747545;79;"leddprotese_dg_kne";78
2016;974747138;116;"leddprotese_dg_kne";111
2016;974754118;77;"leddprotese_dg_kne";76
2016;974753898;78;"leddprotese_dg_kne";78
2016;974329506;111;"leddprotese_dg_kne";106
2016;974749505;82;"leddprotese_dg_kne";82
2016;974749025;199;"leddprotese_dg_kne";194
2016;974795833;32;"leddprotese_dg_kne";31
2016;974795930;12;"leddprotese_dg_kne";12
2016;974795361;73;"leddprotese_dg_kne";67
2016;974795574;52;"leddprotese_dg_kne";52
2016;974795639;96;"leddprotese_dg_kne";96
2016;974795396;14;"leddprotese_dg_kne";14
2016;974795787;58;"leddprotese_dg_kne";58
2016;974795515;69;"leddprotese_dg_kne";66
2016;975787419;72;"leddprotese_dg_kne";72
2016;879595762;16;"leddprotese_dg_kne";16
2016;953164701;4;"leddprotese_dg_kne";4
2016;974183749;3;"leddprotese_dg_kne";3
2016;999;14;"leddprotese_dg_kne";14
2015;974706490;11;"leddprotese_dg_kne";11
2015;974707152;2;"leddprotese_dg_kne";0
2015;874716782;34;"leddprotese_dg_kne";31
2015;974589095;29;"leddprotese_dg_kne";28
2015;974633558;9;"leddprotese_dg_kne";9
2015;974633574;3;"leddprotese_dg_kne";3
2015;974631768;8;"leddprotese_dg_kne";8
2015;974632535;1;"leddprotese_dg_kne";1
2015;974631776;11;"leddprotese_dg_kne";10
2015;974725215;3;"leddprotese_dg_kne";3
2015;974633752;3;"leddprotese_dg_kne";1
2015;974633698;12;"leddprotese_dg_kne";12
2015;974631091;13;"leddprotese_dg_kne";12
2015;974733013;17;"leddprotese_dg_kne";13
2015;974705788;11;"leddprotese_dg_kne";10
2015;974631326;14;"leddprotese_dg_kne";14
2015;974631385;1;"leddprotese_dg_kne";1
2015;974631407;15;"leddprotese_dg_kne";15
2015;974116804;35;"leddprotese_dg_kne";33
2015;974207532;60;"leddprotese_dg_kne";59
2015;974116588;18;"leddprotese_dg_kne";18
2015;922748144;15;"leddprotese_dg_kne";13
2015;974557746;18;"leddprotese_dg_kne";16
2015;874743372;9;"leddprotese_dg_kne";9
2015;974743272;7;"leddprotese_dg_kne";6
2015;974724774;6;"leddprotese_dg_kne";6
2015;974744570;2;"leddprotese_dg_kne";2
2015;974745089;24;"leddprotese_dg_kne";15
2015;974703300;22;"leddprotese_dg_kne";19
2015;974316285;6;"leddprotese_dg_kne";5
2015;973156829;7;"leddprotese_dg_kne";6
2015;974746948;35;"leddprotese_dg_kne";29
2015;974747138;7;"leddprotese_dg_kne";7
2015;974754118;15;"leddprotese_dg_kne";15
2015;974753898;1;"leddprotese_dg_kne";1
2015;974749025;87;"leddprotese_dg_kne";80
2015;974795361;15;"leddprotese_dg_kne";12
2015;974795787;14;"leddprotese_dg_kne";11
2015;974795515;1;"leddprotese_dg_kne";1
2016;974706490;20;"leddprotese_dg_kne";19
2016;974707152;4;"leddprotese_dg_kne";0
2016;874716782;23;"leddprotese_dg_kne";16
2016;974589095;45;"leddprotese_dg_kne";42
2016;974633558;9;"leddprotese_dg_kne";9
2016;974633574;6;"leddprotese_dg_kne";6
2016;974631768;12;"leddprotese_dg_kne";11
2016;974632535;10;"leddprotese_dg_kne";9
2016;974631776;9;"leddprotese_dg_kne";7
2016;874632562;4;"leddprotese_dg_kne";4
2016;974725215;4;"leddprotese_dg_kne";4
2016;974633752;4;"leddprotese_dg_kne";4
2016;974633698;19;"leddprotese_dg_kne";19
2016;974631091;13;"leddprotese_dg_kne";13
2016;974595214;1;"leddprotese_dg_kne";1
2016;974733013;14;"leddprotese_dg_kne";14
2016;974705788;7;"leddprotese_dg_kne";7
2016;974631326;18;"leddprotese_dg_kne";17
2016;974631385;3;"leddprotese_dg_kne";3
2016;974631407;20;"leddprotese_dg_kne";20
2016;974116804;49;"leddprotese_dg_kne";45
2016;974207532;45;"leddprotese_dg_kne";45
2016;974116588;15;"leddprotese_dg_kne";15
2016;922748144;8;"leddprotese_dg_kne";7
2016;974557746;23;"leddprotese_dg_kne";21
2016;874743372;14;"leddprotese_dg_kne";14
2016;974743272;13;"leddprotese_dg_kne";12
2016;974724774;3;"leddprotese_dg_kne";2
2016;974742985;1;"leddprotese_dg_kne";1
2016;974745089;17;"leddprotese_dg_kne";17
2016;974703300;15;"leddprotese_dg_kne";14
2016;974316285;10;"leddprotese_dg_kne";10
2016;973156829;4;"leddprotese_dg_kne";3
2016;974746948;34;"leddprotese_dg_kne";29
2016;974747545;3;"leddprotese_dg_kne";3
2016;974747138;10;"leddprotese_dg_kne";10
2016;974754118;9;"leddprotese_dg_kne";9
2016;974753898;2;"leddprotese_dg_kne";2
2016;974329506;5;"leddprotese_dg_kne";4
2016;974749505;1;"leddprotese_dg_kne";1
2016;974749025;95;"leddprotese_dg_kne";84
2016;974795361;10;"leddprotese_dg_kne";9
2016;974795574;4;"leddprotese_dg_kne";4
2016;974795639;2;"leddprotese_dg_kne";2
2016;974795787;7;"leddprotese_dg_kne";7
2016;974795515;2;"leddprotese_dg_kne";2
2017;974631091;182;"leddprotese_dg_kne";159
2017;974631326;174;"leddprotese_dg_kne";169
2017;974705788;81;"leddprotese_dg_kne";78
2017;974116804;247;"leddprotese_dg_kne";242
2017;974316285;178;"leddprotese_dg_kne";173
2017;974207532;493;"leddprotese_dg_kne";490
2017;974724774;77;"leddprotese_dg_kne";74
2017;974746948;135;"leddprotese_dg_kne";132
2017;974745089;342;"leddprotese_dg_kne";342
2017;974747545;72;"leddprotese_dg_kne";71
2017;974742985;22;"leddprotese_dg_kne";21
2017;974743272;67;"leddprotese_dg_kne";67
2017;974632535;77;"leddprotese_dg_kne";65
2017;974795558;23;"leddprotese_dg_kne";23
2017;974795833;32;"leddprotese_dg_kne";32
2017;974795639;115;"leddprotese_dg_kne";114
2017;974557746;59;"leddprotese_dg_kne";59
2017;974754118;72;"leddprotese_dg_kne";72
2017;974795930;14;"leddprotese_dg_kne";11
2017;974631385;75;"leddprotese_dg_kne";75
2017;974631776;130;"leddprotese_dg_kne";129
2017;874743372;304;"leddprotese_dg_kne";304
2017;974633558;306;"leddprotese_dg_kne";306
2017;874632562;61;"leddprotese_dg_kne";60
2017;974116588;476;"leddprotese_dg_kne";473
2017;974633698;220;"leddprotese_dg_kne";212
2017;974753898;83;"leddprotese_dg_kne";82
2017;974795396;50;"leddprotese_dg_kne";50
2017;974795361;76;"leddprotese_dg_kne";72
2017;974633159;32;"leddprotese_dg_kne";29
2017;974329506;101;"leddprotese_dg_kne";100
2017;974795515;72;"leddprotese_dg_kne";71
2017;974795787;58;"leddprotese_dg_kne";56
2017;974749025;173;"leddprotese_dg_kne";169
2017;974631407;143;"leddprotese_dg_kne";137
2017;974631768;172;"leddprotese_dg_kne";165
2017;974703300;191;"leddprotese_dg_kne";186
2017;974744570;23;"leddprotese_dg_kne";21
2017;974706490;268;"leddprotese_dg_kne";264
2017;974733013;161;"leddprotese_dg_kne";150
2017;974747138;121;"leddprotese_dg_kne";120
2017;974795574;81;"leddprotese_dg_kne";77
2017;974633191;62;"leddprotese_dg_kne";62
2017;974725215;192;"leddprotese_dg_kne";182
2017;974589095;91;"leddprotese_dg_kne";88
2017;974633574;1;"leddprotese_dg_kne";0
2017;922748144;95;"leddprotese_dg_kne";95
2017;953164701;8;"leddprotese_dg_kne";8
2017;974595214;62;"leddprotese_dg_kne";61
2017;974749505;92;"leddprotese_dg_kne";92
2017;973156829;63;"leddprotese_dg_kne";62
2017;974707152;3;"leddprotese_dg_kne";0
2017;999;13;"leddprotese_dg_kne";13
2017;972140295;22;"leddprotese_dg_kne";22
2017;879595762;18;"leddprotese_dg_kne";18
2017;975787419;76;"leddprotese_dg_kne";76
2017;974183749;5;"leddprotese_dg_kne";5
2018;974631091;143;"leddprotese_dg_kne";127
2018;974631326;167;"leddprotese_dg_kne";163
2018;974705788;77;"leddprotese_dg_kne";73
2018;974116804;266;"leddprotese_dg_kne";261
2018;974316285;182;"leddprotese_dg_kne";174
2018;974207532;473;"leddprotese_dg_kne";471
2018;974724774;73;"leddprotese_dg_kne";73
2018;974746948;149;"leddprotese_dg_kne";147
2018;974745089;361;"leddprotese_dg_kne";358
2018;974747545;86;"leddprotese_dg_kne";86
2018;974742985;22;"leddprotese_dg_kne";21
2018;974743272;52;"leddprotese_dg_kne";51
2018;974632535;68;"leddprotese_dg_kne";57
2018;974795558;35;"leddprotese_dg_kne";35
2018;974795833;41;"leddprotese_dg_kne";26
2018;974795639;126;"leddprotese_dg_kne";126
2018;974557746;72;"leddprotese_dg_kne";70
2018;974754118;64;"leddprotese_dg_kne";64
2018;974795930;19;"leddprotese_dg_kne";18
2018;974631385;171;"leddprotese_dg_kne";168
2018;974631776;155;"leddprotese_dg_kne";153
2018;874743372;290;"leddprotese_dg_kne";290
2018;974633558;377;"leddprotese_dg_kne";377
2018;874632562;74;"leddprotese_dg_kne";73
2018;974116588;508;"leddprotese_dg_kne";503
2018;974633698;259;"leddprotese_dg_kne";256
2018;974753898;91;"leddprotese_dg_kne";90
2018;974795396;47;"leddprotese_dg_kne";47
2018;974795361;64;"leddprotese_dg_kne";60
2018;974633159;36;"leddprotese_dg_kne";35
2018;974329506;52;"leddprotese_dg_kne";51
2018;974795515;74;"leddprotese_dg_kne";69
2018;974795787;60;"leddprotese_dg_kne";59
2018;974749025;208;"leddprotese_dg_kne";205
2018;974631407;165;"leddprotese_dg_kne";160
2018;974631768;179;"leddprotese_dg_kne";172
2018;974703300;185;"leddprotese_dg_kne";184
2018;974744570;18;"leddprotese_dg_kne";17
2018;974706490;287;"leddprotese_dg_kne";280
2018;974733013;144;"leddprotese_dg_kne";136
2018;974747138;126;"leddprotese_dg_kne";124
2018;974795574;69;"leddprotese_dg_kne";68
2018;974633191;47;"leddprotese_dg_kne";46
2018;974725215;236;"leddprotese_dg_kne";232
2018;974589095;94;"leddprotese_dg_kne";90
2018;922748144;75;"leddprotese_dg_kne";74
2018;953164701;3;"leddprotese_dg_kne";3
2018;974595214;52;"leddprotese_dg_kne";50
2018;974749505;109;"leddprotese_dg_kne";107
2018;973156829;80;"leddprotese_dg_kne";77
2018;974707152;11;"leddprotese_dg_kne";0
2018;999;33;"leddprotese_dg_kne";33
2018;972140295;8;"leddprotese_dg_kne";8
2018;879595762;34;"leddprotese_dg_kne";34
2018;975787419;81;"leddprotese_dg_kne";81
2018;974633752;1;"leddprotese_dg_kne";1
2018;974183749;5;"leddprotese_dg_kne";5
2018;973144383;10;"leddprotese_dg_kne";10
2017;974631091;16;"leddprotese_dg_kne";9
2017;974631326;13;"leddprotese_dg_kne";13
2017;974705788;6;"leddprotese_dg_kne";5
2017;974116804;34;"leddprotese_dg_kne";33
2017;974316285;15;"leddprotese_dg_kne";14
2017;974207532;55;"leddprotese_dg_kne";55
2017;974724774;10;"leddprotese_dg_kne";10
2017;974746948;24;"leddprotese_dg_kne";23
2017;974745089;34;"leddprotese_dg_kne";28
2017;974747545;3;"leddprotese_dg_kne";3
2017;974742985;1;"leddprotese_dg_kne";1
2017;974743272;11;"leddprotese_dg_kne";11
2017;974632535;6;"leddprotese_dg_kne";6
2017;974795639;1;"leddprotese_dg_kne";1
2017;974557746;28;"leddprotese_dg_kne";27
2017;974754118;9;"leddprotese_dg_kne";9
2017;974631385;3;"leddprotese_dg_kne";3
2017;974631776;15;"leddprotese_dg_kne";15
2017;874743372;10;"leddprotese_dg_kne";10
2017;974633558;12;"leddprotese_dg_kne";12
2017;874632562;4;"leddprotese_dg_kne";4
2017;974116588;29;"leddprotese_dg_kne";26
2017;974633698;23;"leddprotese_dg_kne";22
2017;974753898;4;"leddprotese_dg_kne";4
2017;974795361;11;"leddprotese_dg_kne";9
2017;974329506;1;"leddprotese_dg_kne";1
2017;974795515;3;"leddprotese_dg_kne";2
2017;974795787;14;"leddprotese_dg_kne";9
2017;974749025;78;"leddprotese_dg_kne";74
2017;974631407;22;"leddprotese_dg_kne";21
2017;974631768;14;"leddprotese_dg_kne";12
2017;974703300;27;"leddprotese_dg_kne";25
2017;974744570;1;"leddprotese_dg_kne";1
2017;974706490;25;"leddprotese_dg_kne";25
2017;974733013;14;"leddprotese_dg_kne";13
2017;974747138;15;"leddprotese_dg_kne";12
2017;974633191;11;"leddprotese_dg_kne";11
2017;974725215;7;"leddprotese_dg_kne";7
2017;974589095;34;"leddprotese_dg_kne";33
2017;974633574;8;"leddprotese_dg_kne";8
2017;922748144;6;"leddprotese_dg_kne";6
2017;974595214;6;"leddprotese_dg_kne";4
2017;974749505;1;"leddprotese_dg_kne";1
2017;973156829;4;"leddprotese_dg_kne";4
2017;974707152;5;"leddprotese_dg_kne";0
2017;975787419;1;"leddprotese_dg_kne";1
2017;974633752;11;"leddprotese_dg_kne";8
2018;974631091;14;"leddprotese_dg_kne";9
2018;974631326;22;"leddprotese_dg_kne";21
2018;974705788;13;"leddprotese_dg_kne";13
2018;974116804;34;"leddprotese_dg_kne";34
2018;974316285;25;"leddprotese_dg_kne";23
2018;974207532;49;"leddprotese_dg_kne";49
2018;974724774;4;"leddprotese_dg_kne";4
2018;974746948;28;"leddprotese_dg_kne";28
2018;974745089;21;"leddprotese_dg_kne";21
2018;974747545;2;"leddprotese_dg_kne";2
2018;974742985;2;"leddprotese_dg_kne";2
2018;974743272;17;"leddprotese_dg_kne";17
2018;974632535;8;"leddprotese_dg_kne";7
2018;974795639;2;"leddprotese_dg_kne";2
2018;974557746;24;"leddprotese_dg_kne";24
2018;974754118;9;"leddprotese_dg_kne";9
2018;974631385;8;"leddprotese_dg_kne";8
2018;974631776;7;"leddprotese_dg_kne";6
2018;874743372;7;"leddprotese_dg_kne";7
2018;974633558;14;"leddprotese_dg_kne";14
2018;874632562;6;"leddprotese_dg_kne";6
2018;974116588;20;"leddprotese_dg_kne";19
2018;974633698;29;"leddprotese_dg_kne";27
2018;974753898;4;"leddprotese_dg_kne";4
2018;974795361;22;"leddprotese_dg_kne";22
2018;974329506;2;"leddprotese_dg_kne";2
2018;974795515;2;"leddprotese_dg_kne";2
2018;974795787;12;"leddprotese_dg_kne";12
2018;974749025;87;"leddprotese_dg_kne";82
2018;974631407;18;"leddprotese_dg_kne";16
2018;974631768;12;"leddprotese_dg_kne";12
2018;974703300;30;"leddprotese_dg_kne";29
2018;974744570;1;"leddprotese_dg_kne";1
2018;974706490;33;"leddprotese_dg_kne";29
2018;974733013;9;"leddprotese_dg_kne";8
2018;974747138;12;"leddprotese_dg_kne";12
2018;974795574;3;"leddprotese_dg_kne";1
2018;974633191;4;"leddprotese_dg_kne";4
2018;974725215;9;"leddprotese_dg_kne";8
2018;974589095;47;"leddprotese_dg_kne";45
2018;974633574;5;"leddprotese_dg_kne";3
2018;922748144;4;"leddprotese_dg_kne";4
2018;953164701;1;"leddprotese_dg_kne";1
2018;974595214;2;"leddprotese_dg_kne";1
2018;974749505;1;"leddprotese_dg_kne";1
2018;973156829;6;"leddprotese_dg_kne";6
2018;974707152;4;"leddprotese_dg_kne";0
2018;975787419;4;"leddprotese_dg_kne";4
2018;974633752;3;"leddprotese_dg_kne";2
2018;973144383;1;"leddprotese_dg_kne";1
