"orgnr";"denominator";"year";"ind_id";"var"
974795639;185;2017;"leddprotese_surv2_hofte";179
974557746;209;2017;"leddprotese_surv2_hofte";203
974754118;462;2017;"leddprotese_surv2_hofte";452
974631385;1027;2017;"leddprotese_surv2_hofte";986
974631776;465;2017;"leddprotese_surv2_hofte";457
874743372;1715;2017;"leddprotese_surv2_hofte";1690
974633558;1522;2017;"leddprotese_surv2_hofte";1479
874632562;525;2017;"leddprotese_surv2_hofte";506
974116588;2344;2017;"leddprotese_surv2_hofte";2294
974633698;1156;2017;"leddprotese_surv2_hofte";1112
974753898;457;2017;"leddprotese_surv2_hofte";436
974795361;439;2017;"leddprotese_surv2_hofte";425
974329506;607;2017;"leddprotese_surv2_hofte";582
974795787;364;2017;"leddprotese_surv2_hofte";357
974749025;1086;2017;"leddprotese_surv2_hofte";1044
974631407;370;2017;"leddprotese_surv2_hofte";356
974631768;1015;2017;"leddprotese_surv2_hofte";991
974703300;1262;2017;"leddprotese_surv2_hofte";1240
974706490;730;2017;"leddprotese_surv2_hofte";713
974733013;482;2017;"leddprotese_surv2_hofte";466
974747138;476;2017;"leddprotese_surv2_hofte";463
974633191;312;2017;"leddprotese_surv2_hofte";308
974725215;1042;2017;"leddprotese_surv2_hofte";1011
974589095;221;2017;"leddprotese_surv2_hofte";215
922748144;203;2017;"leddprotese_surv2_hofte";191
953164701;71;2017;"leddprotese_surv2_hofte";69
974595214;335;2017;"leddprotese_surv2_hofte";319
973156829;124;2017;"leddprotese_surv2_hofte";119
879595762;250;2017;"leddprotese_surv2_hofte";248
975787419;491;2017;"leddprotese_surv2_hofte";475
974631326;1866;2018;"leddprotese_surv2_hofte";1833
974705788;443;2018;"leddprotese_surv2_hofte";428
974116804;914;2018;"leddprotese_surv2_hofte";895
974316285;766;2018;"leddprotese_surv2_hofte";759
974207532;2896;2018;"leddprotese_surv2_hofte";2827
974724774;497;2018;"leddprotese_surv2_hofte";488
974746948;531;2018;"leddprotese_surv2_hofte";497
974747545;448;2018;"leddprotese_surv2_hofte";430
974742985;278;2018;"leddprotese_surv2_hofte";268
974743272;298;2018;"leddprotese_surv2_hofte";280
974632535;580;2018;"leddprotese_surv2_hofte";544
974795639;189;2018;"leddprotese_surv2_hofte";181
974557746;217;2018;"leddprotese_surv2_hofte";212
974754118;445;2018;"leddprotese_surv2_hofte";434
974631385;1121;2018;"leddprotese_surv2_hofte";1083
974631776;477;2018;"leddprotese_surv2_hofte";469
874743372;1849;2018;"leddprotese_surv2_hofte";1822
974633558;1474;2018;"leddprotese_surv2_hofte";1433
874632562;524;2018;"leddprotese_surv2_hofte";502
974116588;2441;2018;"leddprotese_surv2_hofte";2382
974633698;1171;2018;"leddprotese_surv2_hofte";1129
974753898;484;2018;"leddprotese_surv2_hofte";465
974795361;406;2018;"leddprotese_surv2_hofte";392
974329506;621;2018;"leddprotese_surv2_hofte";599
974795787;362;2018;"leddprotese_surv2_hofte";353
974749025;1051;2018;"leddprotese_surv2_hofte";1011
974631407;362;2018;"leddprotese_surv2_hofte";348
974631768;1046;2018;"leddprotese_surv2_hofte";1024
974703300;1289;2018;"leddprotese_surv2_hofte";1264
974706490;820;2018;"leddprotese_surv2_hofte";799
974733013;510;2018;"leddprotese_surv2_hofte";493
974747138;467;2018;"leddprotese_surv2_hofte";451
974633191;311;2018;"leddprotese_surv2_hofte";307
974725215;1084;2018;"leddprotese_surv2_hofte";1051
974589095;242;2018;"leddprotese_surv2_hofte";236
922748144;304;2018;"leddprotese_surv2_hofte";288
953164701;69;2018;"leddprotese_surv2_hofte";67
974595214;360;2018;"leddprotese_surv2_hofte";342
973156829;149;2018;"leddprotese_surv2_hofte";145
975787419;555;2018;"leddprotese_surv2_hofte";539
974631326;2034;2019;"leddprotese_surv2_hofte";1999
974705788;464;2019;"leddprotese_surv2_hofte";451
974116804;922;2019;"leddprotese_surv2_hofte";903
974316285;770;2019;"leddprotese_surv2_hofte";761
974207532;2899;2019;"leddprotese_surv2_hofte";2825
974724774;496;2019;"leddprotese_surv2_hofte";485
974746948;539;2019;"leddprotese_surv2_hofte";500
974745569;133;2019;"leddprotese_surv2_hofte";124
974747545;520;2019;"leddprotese_surv2_hofte";501
974742985;259;2019;"leddprotese_surv2_hofte";254
974743272;298;2019;"leddprotese_surv2_hofte";280
974632535;672;2019;"leddprotese_surv2_hofte";632
974795639;199;2019;"leddprotese_surv2_hofte";191
974557746;222;2019;"leddprotese_surv2_hofte";216
974754118;449;2019;"leddprotese_surv2_hofte";436
974631385;1180;2019;"leddprotese_surv2_hofte";1148
974631776;491;2019;"leddprotese_surv2_hofte";482
874743372;1967;2019;"leddprotese_surv2_hofte";1939
974633558;1387;2019;"leddprotese_surv2_hofte";1344
874632562;512;2019;"leddprotese_surv2_hofte";487
974116588;2479;2019;"leddprotese_surv2_hofte";2420
974633698;1212;2019;"leddprotese_surv2_hofte";1174
974753898;499;2019;"leddprotese_surv2_hofte";478
974795361;377;2019;"leddprotese_surv2_hofte";361
974329506;651;2019;"leddprotese_surv2_hofte";629
974795515;392;2019;"leddprotese_surv2_hofte";377
974795787;375;2019;"leddprotese_surv2_hofte";365
974749025;1081;2019;"leddprotese_surv2_hofte";1046
974631407;356;2019;"leddprotese_surv2_hofte";342
974631768;1083;2019;"leddprotese_surv2_hofte";1064
974703300;1267;2019;"leddprotese_surv2_hofte";1239
974706490;884;2019;"leddprotese_surv2_hofte";861
974733013;498;2019;"leddprotese_surv2_hofte";485
974747138;437;2019;"leddprotese_surv2_hofte";418
974633191;315;2019;"leddprotese_surv2_hofte";309
974725215;1120;2019;"leddprotese_surv2_hofte";1089
974589095;263;2019;"leddprotese_surv2_hofte";256
922748144;388;2019;"leddprotese_surv2_hofte";368
953164701;60;2019;"leddprotese_surv2_hofte";58
974595214;382;2019;"leddprotese_surv2_hofte";363
973156829;177;2019;"leddprotese_surv2_hofte";173
975787419;588;2019;"leddprotese_surv2_hofte";569
