"year";"orgnr";"denominator";"ind_id";"var"
2016;974744570;5;"leddprotese_dg_rev_hofte";5
2016;974703300;59;"leddprotese_dg_rev_hofte";57
2016;974316285;8;"leddprotese_dg_rev_hofte";8
2016;973156829;1;"leddprotese_dg_rev_hofte";1
2016;974746948;36;"leddprotese_dg_rev_hofte";30
2016;974745569;1;"leddprotese_dg_rev_hofte";1
2016;974747545;4;"leddprotese_dg_rev_hofte";4
2016;974747138;42;"leddprotese_dg_rev_hofte";40
2016;974754118;25;"leddprotese_dg_rev_hofte";24
2016;974753898;21;"leddprotese_dg_rev_hofte";21
2016;974329506;10;"leddprotese_dg_rev_hofte";9
2016;974749025;170;"leddprotese_dg_rev_hofte";161
2016;974795833;1;"leddprotese_dg_rev_hofte";1
2016;974795930;1;"leddprotese_dg_rev_hofte";1
2016;974795361;69;"leddprotese_dg_rev_hofte";68
2016;974795558;1;"leddprotese_dg_rev_hofte";0
2016;974795574;1;"leddprotese_dg_rev_hofte";1
2016;974795639;4;"leddprotese_dg_rev_hofte";4
2016;974795396;1;"leddprotese_dg_rev_hofte";1
2016;974795787;43;"leddprotese_dg_rev_hofte";43
2016;974795515;5;"leddprotese_dg_rev_hofte";5
2016;975787419;2;"leddprotese_dg_rev_hofte";2
2017;974631091;42;"leddprotese_dg_rev_hofte";18
2017;974631326;67;"leddprotese_dg_rev_hofte";65
2017;974705788;48;"leddprotese_dg_rev_hofte";44
2017;974116804;36;"leddprotese_dg_rev_hofte";35
2017;974316285;10;"leddprotese_dg_rev_hofte";10
2017;974207532;99;"leddprotese_dg_rev_hofte";99
2017;974724774;32;"leddprotese_dg_rev_hofte";31
2017;974746948;53;"leddprotese_dg_rev_hofte";51
2017;974745569;1;"leddprotese_dg_rev_hofte";1
2017;974747545;4;"leddprotese_dg_rev_hofte";4
2017;974742985;3;"leddprotese_dg_rev_hofte";2
2017;974743272;5;"leddprotese_dg_rev_hofte";4
2017;974632535;32;"leddprotese_dg_rev_hofte";31
2017;974795833;2;"leddprotese_dg_rev_hofte";1
2017;974795639;6;"leddprotese_dg_rev_hofte";6
2017;974557746;96;"leddprotese_dg_rev_hofte";93
2017;974754118;23;"leddprotese_dg_rev_hofte";22
2017;974795930;1;"leddprotese_dg_rev_hofte";0
2017;974631385;5;"leddprotese_dg_rev_hofte";4
2017;974631776;22;"leddprotese_dg_rev_hofte";22
2017;874743372;57;"leddprotese_dg_rev_hofte";57
2017;974633558;48;"leddprotese_dg_rev_hofte";48
2017;874632562;20;"leddprotese_dg_rev_hofte";17
2017;974116588;61;"leddprotese_dg_rev_hofte";59
2017;974633698;24;"leddprotese_dg_rev_hofte";24
2017;974753898;14;"leddprotese_dg_rev_hofte";13
2017;974795396;3;"leddprotese_dg_rev_hofte";0
2017;974795361;67;"leddprotese_dg_rev_hofte";63
2017;974329506;7;"leddprotese_dg_rev_hofte";6
2017;974795515;5;"leddprotese_dg_rev_hofte";5
2017;974795787;47;"leddprotese_dg_rev_hofte";47
2017;974749025;144;"leddprotese_dg_rev_hofte";135
2017;974631407;29;"leddprotese_dg_rev_hofte";25
2017;974631768;46;"leddprotese_dg_rev_hofte";39
2017;974703300;48;"leddprotese_dg_rev_hofte";47
2017;974744570;25;"leddprotese_dg_rev_hofte";21
2017;974706490;74;"leddprotese_dg_rev_hofte";71
2017;974733013;54;"leddprotese_dg_rev_hofte";46
2017;974747138;26;"leddprotese_dg_rev_hofte";25
2017;974633191;39;"leddprotese_dg_rev_hofte";38
2017;974725215;17;"leddprotese_dg_rev_hofte";16
2017;974589095;98;"leddprotese_dg_rev_hofte";92
2017;974633574;8;"leddprotese_dg_rev_hofte";4
2017;922748144;5;"leddprotese_dg_rev_hofte";5
2017;974595214;11;"leddprotese_dg_rev_hofte";10
2017;973156829;6;"leddprotese_dg_rev_hofte";6
2017;974707152;2;"leddprotese_dg_rev_hofte";0
2017;975787419;3;"leddprotese_dg_rev_hofte";3
2017;974633752;47;"leddprotese_dg_rev_hofte";41
2018;974631091;47;"leddprotese_dg_rev_hofte";27
2018;974631326;84;"leddprotese_dg_rev_hofte";81
2018;974705788;42;"leddprotese_dg_rev_hofte";39
2018;974116804;34;"leddprotese_dg_rev_hofte";32
2018;974316285;3;"leddprotese_dg_rev_hofte";3
2018;974207532;116;"leddprotese_dg_rev_hofte";109
2018;974724774;29;"leddprotese_dg_rev_hofte";29
2018;974746948;45;"leddprotese_dg_rev_hofte";41
2018;974745569;5;"leddprotese_dg_rev_hofte";3
2018;974747545;7;"leddprotese_dg_rev_hofte";7
2018;974742985;8;"leddprotese_dg_rev_hofte";8
2018;974743272;12;"leddprotese_dg_rev_hofte";12
2018;974632535;51;"leddprotese_dg_rev_hofte";50
2018;974795833;1;"leddprotese_dg_rev_hofte";0
2018;974795639;5;"leddprotese_dg_rev_hofte";5
2018;974557746;90;"leddprotese_dg_rev_hofte";85
2018;974754118;47;"leddprotese_dg_rev_hofte";47
2018;974631385;11;"leddprotese_dg_rev_hofte";11
2018;974631776;11;"leddprotese_dg_rev_hofte";10
2018;874743372;45;"leddprotese_dg_rev_hofte";43
2018;974633558;37;"leddprotese_dg_rev_hofte";37
2018;874632562;38;"leddprotese_dg_rev_hofte";36
2018;974116588;56;"leddprotese_dg_rev_hofte";55
2018;974633698;29;"leddprotese_dg_rev_hofte";28
2018;974753898;9;"leddprotese_dg_rev_hofte";6
2018;974795361;59;"leddprotese_dg_rev_hofte";55
2018;974633159;1;"leddprotese_dg_rev_hofte";1
2018;974329506;6;"leddprotese_dg_rev_hofte";5
2018;974795515;4;"leddprotese_dg_rev_hofte";4
2018;974795787;54;"leddprotese_dg_rev_hofte";50
2018;974749025;142;"leddprotese_dg_rev_hofte";129
2018;874716782;1;"leddprotese_dg_rev_hofte";0
2018;974631407;28;"leddprotese_dg_rev_hofte";24
2018;974631768;37;"leddprotese_dg_rev_hofte";33
2018;974703300;64;"leddprotese_dg_rev_hofte";60
2018;974744570;13;"leddprotese_dg_rev_hofte";11
2018;974706490;67;"leddprotese_dg_rev_hofte";66
2018;974733013;47;"leddprotese_dg_rev_hofte";41
2018;974747138;31;"leddprotese_dg_rev_hofte";30
2018;974633191;54;"leddprotese_dg_rev_hofte";54
2018;974725215;18;"leddprotese_dg_rev_hofte";18
2018;974589095;107;"leddprotese_dg_rev_hofte";101
2018;974633574;9;"leddprotese_dg_rev_hofte";8
2018;922748144;9;"leddprotese_dg_rev_hofte";9
2018;974595214;7;"leddprotese_dg_rev_hofte";7
2018;973156829;4;"leddprotese_dg_rev_hofte";4
2018;975787419;1;"leddprotese_dg_rev_hofte";1
2018;974633752;51;"leddprotese_dg_rev_hofte";48
